# Sample rate: 22050
name    time(s)
579-F-39	72.90630385487529
44-M-28	64.2346485260771
60-M-26	67.19251700680272
799-F-30	56.0128798185941
593-M-28	73.75591836734694
504-F-25	62.92231292517007
656-F-25	78.46077097505669
584-M-35	64.07283446712019
662-M-35	124.98204081632653
706-M-41	130.96249433106576
665-F-26	61.70126984126984
480-F-27	125.46589569160997
640-M-54	98.37324263038549
470-F-29	56.779818594104306
571-M-29	56.4540589569161
671-M-25	81.65641723356009
526-F-24	98.77351473922903
452-M-28	162.41469387755103
446-F-28	106.19614512471655
793-F-28	61.79442176870748
507-M-31	74.9827664399093
453-F-27	128.77043083900227
73-F-32	54.361224489795916
607-M-35	72.9031746031746
652-F-31	107.56285714285714
496-M-50	80.4514739229025
619-M-28	129.01600907029479
471-M-25	81.4546485260771
722-M-32	52.553560090702945
272-M-26	65.6409977324263
772-M-31	49.55092970521542
636-M-30	79.63229024943311
425-F-27	72.01319727891156
810-M-30	87.78825396825397
631-F-27	103.87414965986395
506-M-31	51.22975056689342
648-M-29	65.99446712018141
667-F-28	48.2409977324263
445-M-32	79.0639455782313
55-F-35	73.58684807256236
708-M-32	51.71043083900227
617-F-26	80.18403628117913
82-M-26	76.63795918367347
759-M-26	52.28294784580499
605-F-29	68.22557823129252
602-F-37	70.95514739229024
768-M-30	63.511473922902496
503-M-28	98.10712018140589
611-F-26	53.01219954648526
609-F-34	165.88739229024944
790-M-29	73.7760544217687
755-F-27	71.24494331065759
580-F-23	84.98240362811791
477-M-25	141.88807256235827
616-M-26	69.50879818594105
746-M-36	110.64226757369615
562-M-33	95.32897959183674
721-F-27	54.79011337868481
497-F-38	94.25297052154195
50-M-33	73.73650793650793
666-F-30	99.1091156462585
66-M-26	58.83151927437642
628-M-25	121.98879818594105
483-M-33	76.61541950113379
702-M-30	58.66353741496599
625-F-33	105.27097505668934
473-F-28	82.07278911564626
53-F-27	57.713514739229026
469-F-23	56.707301587301586
752-M-37	52.73052154195011
704-M-34	71.10775510204081
598-F-27	64.10535147392291
91-F-29	62.31700680272109
757-F-28	64.52802721088436
97-F-26	74.01832199546486
